id	taxonomicStatus	scientificName	family	modified	acceptedNameUsageID
09832	synonym	Cynanchum cordifolium Retz.	Asclepiadaceae	2012-11-15	09830
09833	synonym	Cynanchum extensum Jacq.	Asclepiadaceae	2012-11-15	09830
09840	accepted	Pergularia tomentosa L.	Asclepiadaceae	2012-11-15	09840
09870	accepted	Periploca nigricans Schltr.	Apocynaceae	2012-11-15	09870
09891	synonym	Lefebvrea grantii (Kingston ex Oliver) Droop	Apiaceae	2012-11-15	09890
09950	accepted	Phyllanthus discoideus  (Baill.) Muell. Arg.	Phyllanthaceae	2012-11-15	09950
09951	synonym	Margaritaria discoidea (Baill.) Webster	Euphorbiaceae	2012-11-15	09950
09960	accepted	Phyllanthus fischeri  Pax	Phyllanthaceae	2012-11-15	09960
09970	accepted	Phyllanthus nummulariifolius Poiret	Phyllanthaceae	2012-11-15	09970
09990	accepted	Phymatodes scolopendria (Burm.) Ching	Polypodiceae	2012-11-15	09990
10040	accepted	Piliostigma reticulatum (DC.) Hochst.	Fabaceae	2012-11-15	10040
10041	synonym	Bauhinia reticulata DC.	Fabaceae	2012-11-15	10040
10050	accepted	Piliostigma thonningii (Schumach.) Milne-Redh.	Fabaceae	2012-11-15	10050
10051	synonym	Bauhinia thonningii Schumach.	Fabaceae	2012-11-15	10050
10080	accepted	Piper umbellatum L.	Piperaceae	2012-11-15	10080
10130	accepted	Plantago palmata Hook. f.	Plantaginaceae	2012-11-15	10130
10165	accepted	Plectranthus caninus Roth.	Lamiaceae	2012-11-15	10165
10180	accepted	Plectranthus laxiflorus Benth.	Lamiaceae	2012-11-15	10180
10181	synonym	Plectranthus albus Gürke	Lamiaceae	2012-11-15	10180
10182	synonym	Plectranthus lanuginosus (Hochst. ex Benth.) Agnew	Lamiaceae	2012-11-15	10180
02270	accepted	Calpurnia aurea (Ait.) Benth. subsp. aurea	Fabaceae	2012-11-15	02270
02280	accepted	Calpurnia intrusa E. Mey.	Fabaceae	2012-11-15	02280
02630	accepted	Cassia nigricans Vahl	Fabaceae	2012-11-15	02630
07400	accepted	Ipomoea mauritiana Jacq.	Convolvulaceae	2012-11-15	07400
09290	accepted	Oryza sativa L.	Poaceae	2012-11-15	09290
03580	accepted	Combretum collinum Fresen.	Combretaceae	2012-11-15	03580
11001	synonym	Landolphia florida  Benth.	Apocynaceae	2012-11-15	11000
11000	accepted	Saba florida (Benth.) Bullock	Apocynaceae	2012-11-15	11000
11002	synonym	Landolphia comorensis K. Schum.	Apocynaceae	2012-11-15	11000
11110	accepted	Salvia nilotica Juss. ex Jacq.	Lamiaceae	2012-11-15	11110
11140	accepted	Samanea dinklagei (Harms) Keay	Fabaceae	2012-11-15	11140
12700	accepted	Typha latifolia L.	Typhaceae	2012-11-15	12700
06931	synonym	Hoslundia oppositifolia P. Beauv.	Lamiaceae	2012-11-15	06930
00310	accepted	Acacia sp.	Mimosaceae	2012-11-15	00310
00320	accepted	Acacia stuhlmannii Taub.	Mimosaceae	2012-11-15	00320
00340	accepted	Acalypha fruticosa  Forssk.	Euphorbiaceae	2012-11-15	00340
00341	synonym	Acalypha amentacea  Roxb.	Euphorbiaceae	2012-11-15	00340
03121	synonym	Cayratia fischeri ?	Vitaceae	2012-11-15	03120
03130	accepted	Cissus petiolata Hook. f.	Vitaceae	2012-11-15	03130
03150	accepted	Cissus producta Afzel.	Vitaceae	2012-11-15	03150
03200	accepted	Citrullus sp.	Cucurbitaceae	2012-11-15	03200
03220	accepted	Citrus limon (L.) Burm. f.	Rutaceae	2012-11-15	03220
03230	accepted	Clausena anisata (Willd.) Hook. f. ex Benth.	Rutaceae	2012-11-15	03230
03250	accepted	Clematis hirsuta Guill. & Perr.	Ranunculaceae	2012-11-15	03250
04360	accepted	Curtonus panicatus N.E. Br.	Iridaceae	2012-11-15	04360
04370	accepted	Cuscuta  kilimandschari Oliver	Convolvulaceae	2012-11-15	04370
04380	accepted	Cussonia arborea  Hochst. ex A. Rich.	Araliaceae	2012-11-15	04380
04405	accepted	Cyathula polycephala Baker	Amaranthaceae	2012-11-15	04405
04420	accepted	Cycnium adonense E. Meyer ex Benth.	Scrophulariaceae	2012-11-15	04420
04430	accepted	Cymbopogon giganteus Chiov.	Poaceae	2012-11-15	04430
12598	accepted	Tridax procumbens L.	Asteraceae	2012-11-15	12598
10120	accepted	Plantago lanceolata  L.	Plantaginaceae	2012-11-15	10120
10140	accepted	Platycelyphium voense (Engl.) Wild	Papilionaceae	2012-11-15	10140
10150	accepted	Plectocephalus varians (A.Rich.) C.Jeffrey ex Cufod.	Asteraceae	2012-11-15	10150
10162	synonym	Coleus barbatus (Andr.) Benth.	Lamiaceae	2012-11-15	10160
10170	accepted	Plectranthus cylindraceus Hochst. ex Benth.	Lamiaceae	2012-11-15	10170
10190	accepted	Plectranthus sp.	Lamiaceae	2012-11-15	10190
10200	accepted	Pluchea ovalis (Pers.) DC.	Asteraceae	2012-11-15	10200
10210	accepted	Plumbago zeylanica  L.	Plumbaginaceae	2012-11-15	10210
10220	accepted	Podocarpus falcatus (Thunb.) R. Br. ex  Mirbel	Podocarpaceae	2012-11-15	10220
10230	accepted	Polygala kalaxariensis Schinz.	Polygalaceae	2012-11-15	10230
10240	accepted	Polygala ruwenzoriensis Chodat	Polygalaceae	2012-11-15	10240
08490	accepted	Maytenus acuminata (L. f.) Loes.	Celastraceae	2012-11-15	08490
12480	accepted	Tinospora fragosa (Verd.) Verd. & Troupin	Menispermaceae	2012-11-15	12480
10480	accepted	Pseudosabicea arborea (K. Schum.) Halle subsp. beq	Rubiaceae	2012-11-15	10480
10490	accepted	Pseudosopubia hildebrandtii (Vatke) Engl.	Scrophulariaceae	2012-11-15	10490
10500	accepted	Psidium guajava L.	Myrtaceae	2012-11-15	10500
10520	accepted	Psorospermum baumii  Engl.	Hypericaceae	2012-11-15	10520
06830	accepted	Hibiscus ferrugineus Cav.	Malvaceae	2012-11-15	06830
06850	accepted	Hibiscus gossypinus Thunb.	Malvaceae	2012-11-15	06850
06940	accepted	Hunteria zeylanica (Retz.) Gard. ex Thw. var. afri	Apocynaceae	2012-11-15	06940
06970	accepted	Hygrophila auriculata (Schumach.) Heine	Acanthaceae	2012-11-15	06970
06980	accepted	Hymenocardia acida Tul.	Hymenocardiaceae	2012-11-15	06980
06990	accepted	Hypericum revolutum Vahl	Hypericaceae	2012-11-15	06990
07000	accepted	Hyphaene sp.	Palmae	2012-11-15	07000
07010	accepted	Hyphaene thebaica (L.) Mart.	Palmae	2012-11-15	07010
07030	accepted	Hypoestes triflora (Forsskal) Roemer & Schultes	Acanthaceae	2012-11-15	07030
07040	accepted	Hypoxis angustifolia Lam.	Hypoxidaceae	2012-11-15	07040
07050	accepted	Hypoxis argentea  Harv. ex. Bak.	Hypoxidaceae	2012-11-15	07050
07060	accepted	Hypoxis villosa L.	Hypoxidaceae	2012-11-15	07060
07070	accepted	Hyptis pectinata (L.) Poir.	Lamiaceae	2012-11-15	07070
07120	accepted	Iboza multiflora (Benth.) E.A. Bruce	Lamiaceae	2012-11-15	07120
07130	accepted	Impatiens masisiensis  De Wild.	Balsaminaceae	2012-11-15	07130
07140	accepted	Impatiens pseudoviola  Gilg	Balsaminaceae	2012-11-15	07140
07150	accepted	Impatiens rothii Hook.f.	Balsaminaceae	2012-11-15	07150
07160	accepted	Impatiens stuhlmannii Warb.	Balsaminaceae	2012-11-15	07160
07170	accepted	Indigofera arrecta  Hochst.ex A. Rich.	Fabaceae	2012-11-15	07170
07180	accepted	Indigofera asparagoides Taub.	Fabaceae	2012-11-15	07180
07200	accepted	Indigofera cylindrica DC.	Fabaceae	2012-11-15	07200
07210	accepted	Indigofera hirsuta L.	Fabaceae	2012-11-15	07210
07230	accepted	Indigofera philenoptera ?	Fabaceae	2012-11-15	07230
07241	synonym	Indigofera tettensis Klotzsch.	Fabaceae	2012-11-15	07240
07250	accepted	Indigofera sp.	Fabaceae	2012-11-15	07250
07270	accepted	Indigofera tinctoria  L.	Fabaceae	2012-11-15	07270
07271	synonym	Indigofera bergii Vatke	Fabaceae	2012-11-15	07270
07300	accepted	Iphionopsis rotundifolia (Oliv. & Hiern) Anderb.	Asteraceae	2012-11-15	07300
07301	synonym	Iphiona rotundifolia Oliv. & Hiern	Asteraceae	2012-11-15	07300
02572	synonym	Cassia senna  L.	Fabaceae	2012-11-15	02570
02580	accepted	Cassia didymobotrya Fres.	Fabaceae	2012-11-15	02580
06600	accepted	Heeria paniculosa  O. Ktze	Anacardiaceae	2012-11-15	06600
06630	accepted	Heeria sp.	Anacardiaceae	2012-11-15	06630
06640	accepted	Heinsia pulchella (G. Don) K. Schum.	Rubiaceae	2012-11-15	06640
06660	accepted	Helichrysum formosissimum (Schultz-Bip.) Schultz-B	Asteraceae	2012-11-15	06660
06680	accepted	Helichrysum fruticosum (Forssk.) Vatke	Asteraceae	2012-11-15	06680
06690	accepted	Helichrysum gerberifolium Sch.Bip. ex A.Rich.	Asteraceae	2012-11-15	06690
01505	accepted	Asplenium aethiopicum (Burm.f.) Bech.	Aspleniaceae	2012-11-15	01505
00715	accepted	Agrocharis melanantha Hochst.	Apiaceae	2012-11-15	00715
00815	accepted	Alchemilla abyssinica Fresen.	Rosaceae	2012-11-15	00815
01655	accepted	Basananthe hanningtoniana (Mast.) W.J. de Wilde	Passifloraceae	2012-11-15	01655
01715	accepted	Berula erecta (Hudson) Coville	Apiaceae	2012-11-15	01715
02880	accepted	Cheilanthes farinosa (Forssk.) Kaulf.	Pteridaceae	2012-11-15	02880
05495	accepted	Erythrina brucei Schweinf.	Fabaceae	2012-11-15	05495
10878	accepted	Rosa abyssinica Lindl.	Rosaceae	2012-11-15	10878
10255	accepted	Polygala steudneri Chodat	Polygalaceae	2012-11-15	10255
07277	accepted	Inula confertiflora A. Rich	Asteraceae	2012-11-15	07277
05995	accepted	Ficus palmata Forssk.	Moraceae	2012-11-15	05995
06557	accepted	Haplosciadium abyssinicum Hochst.	Apiaceae	2012-11-15	06557
09351	synonym	Oxalis radicosa A.Rich.	Oxalidaceae	2012-11-15	09350
12117	accepted	Symphytum officinale L.	Boraginaceae	2012-11-15	12117
12404	accepted	Tetrorchidium didymostemon (Baill.) Pax & K.Hoffm.	Euphorbiaceae	2012-11-15	12404
12665	accepted	Tropaeolum majus L.	Tropaeolaceae	2012-11-15	12665
12705	accepted	Uapaca guineensis Müll. Arg.	Euphorbiaceae	2012-11-15	12705
13025	accepted	Viola abyssinica Steud. Ex Oliv.	Violaceae	2012-11-15	13025
00051	synonym	Faidherbia albida (Delile) A. Chev.	Mimosaceae	2012-11-15	00050
00585	accepted	Afraegle paniculata (Schum.) Engl.	Rutaceae	2012-11-15	00585
00695	accepted	Agelanthus dodoneifolius (DC.) Pohl. & Wiens	Loranthaceae	2012-11-15	00695
07835	accepted	Landolphia heudelotii A. DC.	Apocynaceae	2012-11-15	07835
12375	accepted	Terminalia laxiflora Engl. & Diels	Combretaceae	2012-11-15	12375
09555	accepted	Passiflora foetida L.	Passifloraceae	2012-11-15	09555
09205	accepted	Olax subscorpioidea Oliv.	Olacaceae	2012-11-15	09205
12380	accepted	Terminalia macroptera Guil. & Perr.	Combretaceae	2012-11-15	12380
00413	synonym	Achyranthes aspera L. var. sicula	Amaranthaceae	2012-11-15	00410
03192	synonym	Colocynthis citrullus (L.) Kuntze	Cucurbitaceae	2012-11-15	03190
06951	synonym	Hydnora abyssinica A.Br.	Hydnoraceae	2012-11-15	06950
00095	accepted	Acacia etbaïca Schweinf.	Mimosaceae	2012-11-15	00095
06265	accepted	Gnidia stenophylla Gilg	Thymelaeaceae	2012-11-15	06265
06767	accepted	Heteromorpha arborescens (Speng) Cham. & Schltdl.	Apiaceae	2012-11-15	06767
01146	synonym	Ampelocissus cavicaulis (Baker) Planch.	Vitaceae	2012-11-15	01145
02055	accepted	Breonadia salicina (Vahl) Hepper and Wood	Rubiaceae	2012-11-15	02055
04155	accepted	Crotalaria spinosa Hochst ex Benth.	Fabaceae	2012-11-15	04155
04840	accepted	Dioscorea quartiniana A. Rich.	Dioscoreaceae	2012-11-15	04840
05185	accepted	Dyschoriste multicaulis Lindau	Acanthaceae	2012-11-15	05185
10250	accepted	Polygala sphenoptera Fresen.	Polygalaceae	2012-11-15	10250
02141	synonym	Butyrospermum paradoxum subsp. parkii (G. Don) Hepper	Sapotaceae	2012-11-15	02140
04460	accepted	Cymbopogon schoenanthus (L.) Spreng.	Poaceae	2012-11-15	04460
04480	accepted	Cynodon dactylon  (L.) Pers.	Poaceae	2012-11-15	04480
04500	accepted	Cynodon sp.	Poaceae	2012-11-15	04500
04520	accepted	Cynoglossum lanceolatun Forssk.	Boraginaceae	2012-11-15	04520
04540	accepted	Cyperus articulatus L.	Cyperaceae	2012-11-15	04540
04560	accepted	Cyperus kilimandscharicus Kük.	Cyperaceae	2012-11-15	04560
04570	accepted	Cyperus latifolius Poir.	Cyperaceae	2012-11-15	04570
04580	accepted	Cyperus papyrus L.	Cyperaceae	2012-11-15	04580
04590	accepted	Cyperus rotundus L.	Cyperaceae	2012-11-15	04590
04600	accepted	Cyperus sp.	Cyperaceae	2012-11-15	04600
04610	accepted	Cyphostemma cyphopetalum (Fresen.)  Descoings ex  Wild & Drummond	Vitaceae	2012-11-15	04610
03392	synonym	Clutia glabrescens Knauf	Euphorbiaceae	2012-11-15	03390
03393	synonym	Clutia lanceolata Hochst. var. glabra A. Rich.	Euphorbiaceae	2012-11-15	03390
03431	synonym	Coccinia indica Wight & Arn.	Cucurbitaceae	2012-11-15	03430
03430	accepted	Coccinia grandis (L.) Voigt	Cucurbitaceae	2012-11-15	03430
03450	accepted	Cochlospermum planchonii Hook. f.	Bixaceae	2012-11-15	03450
03461	synonym	Cochlospermum niloticum Oliv.	Bixaceae	2012-11-15	03460
03480	accepted	Coix lacryma-jobi L.	Poaceae	2012-11-15	03480
03490	accepted	Cola acuminata (P. Beauv.) Schott & Endl.	Sterculiaceae	2012-11-15	03490
10160	accepted	Plectranthus barbatus  Andrews	Lamiaceae	2012-11-15	10160
03570	accepted	Combretum  adenogonium Steud. ex A. Rich.	Combretaceae	2012-11-15	03570
03571	synonym	Combretum fragrans F. Hoffm.	Combretaceae	2012-11-15	03570
00180	accepted	Acacia nilotica (L.) Willd. ex  Del.	Mimosaceae	2012-11-15	00180
00182	synonym	Acacia scorpioides (L.) W.F. Wight	Mimosaceae	2012-11-15	00180
12381	synonym	Terminalia chevalieri Diels	Combretaceae	2012-11-15	12380
12400	accepted	Tetradenia riparia (Hochst.) Codd	Lamiaceae	2012-11-15	12400
12401	synonym	Iboza riparia (Hochst.) N.E. Br.	Lamiaceae	2012-11-15	12400
06650	accepted	Helichrysum ceres S. Moore	Asteraceae	2012-11-15	06650
00230	accepted	Acacia polyacantha Willd.	Mimosaceae	2012-11-15	00230
00240	accepted	Acacia raddiana Savi	Mimosaceae	2012-11-15	00240
00241	synonym	Acacia tortilis (Forssk.) Hayne	Mimosaceae	2012-11-15	00240
00250	accepted	Acacia reficiens Wawra & Peyr.	Mimosaceae	2012-11-15	00250
00290	accepted	Acacia sieberiana DC.	Mimosaceae	2012-11-15	00290
04080	accepted	Crinum macowanii Bak.	Amaryllidaceae	2012-11-15	04080
12580	accepted	Trichodesma physaloides (Fenzl) A. DC.	Boraginaceae	2012-11-15	12580
12593	synonym	Borago zeylanica Burm.	Boraginaceae	2012-11-15	12590
12592	synonym	Boraginoides zeylanica Hiern	Boraginaceae	2012-11-15	12590
12591	synonym	Boraginella zeylanica O. Kuntze	Boraginaceae	2012-11-15	12590
10860	accepted	Rhynchosia minima (L.) DC. var. prostrata (Harvey) Meikle	Fabaceae	2012-11-15	10860
10871	synonym	Ricinus vulgaris Mill.	Euphorbiaceae	2012-11-15	10870
10880	accepted	Roupellina boivini (Baillon) Pichon	Apocynaceae	2012-11-15	10880
05600	accepted	Euclea divinorum  Hiern	Ebenaceae	2012-11-15	05600
05601	synonym	Euclea keniensis R.E. Fries	Ebenaceae	2012-11-15	05600
05602	synonym	Euclea lanceolata auct. non E. Mey.	Ebenaceae	2012-11-15	05600
05000	accepted	Dolichos kilimandschari Taub.	Fabaceae	2012-11-15	05000
05040	accepted	Dombeya bagshawei Baker f.	Sterculiaceae	2012-11-15	05040
05050	accepted	Dombeya goetzenii K. Schum.	Sterculiaceae	2012-11-15	05050
05070	accepted	Dombeya sp.	Sterculiaceae	2012-11-15	05070
05080	accepted	Dracaena afromontana  Mildbr.	Dracaenaceae	2012-11-15	05080
05090	accepted	Dracaena arborea (Willd.) Link	Dracaenaceae	2012-11-15	05090
05110	accepted	Dracaena sp.	Dracaenaceae	2012-11-15	05110
05130	accepted	Dracaena usambarensis Engl.	Dracaenaceae	2012-11-15	05130
05150	accepted	Drymaria cordata (L.) Willd. ex  Roem. & Schult.	Caryophyllaceae	2012-11-15	05150
05180	accepted	Dryopteris sp.	Dryopteridaceae	2012-11-15	05180
05220	accepted	Eclipta prostrata (L.) L.	Asteraceae	2012-11-15	05220
05230	accepted	Ehretia cymosa Thonning	Boraginaceae	2012-11-15	05230
05260	accepted	Ekebergia capensis Sparrm.	Meliaceae	2012-11-15	05260
01480	accepted	Aspilia ciliata (Schum.) Wild	Asteraceae	2012-11-15	01480
01492	synonym	Aspilia holstii O.Hoffm	Asteraceae	2012-11-15	01490
06900	accepted	Hibiscus trionium L.	Malvaceae	2012-11-15	06900
08460	accepted	Marantochloa leucantha (K. Schum.) Milne-Redh.	Marantaceae	2012-11-15	08460
02300	accepted	Canavalia virosa  (Roxb.) Wight & Arn.	Fabaceae	2012-11-15	02300
02301	synonym	Canavalia gladiata Auct. non (Jacq.) DC.	Fabaceae	2012-11-15	02300
02310	accepted	Cannabis sativa L.	Cannabaceae	2012-11-15	02310
02320	accepted	Cannabis sativa L. subsp. indica (Lam.) Small & Cr	Cannabaceae	2012-11-15	02320
02330	accepted	Canthium sp.	Rubiaceae	2012-11-15	02330
02350	accepted	Capparis cartilaginea Decne.	Capparaceae	2012-11-15	02350
07840	accepted	Landolphia sp.	Apocynaceae	2012-11-15	07840
07900	accepted	Lannea schweinfurthii (Engl.) Engl. var stuhlmannii (Engl.) Kokwaro	Anacardiaceae	2012-11-15	07900
07910	accepted	Lannea velutina A. Rich.	Anacardiaceae	2012-11-15	07910
07930	accepted	Lantana rugosa Thunb.	Verbenaceae	2012-11-15	07930
07950	accepted	Lantana viburnoides (Forsk.) Vahl	Verbenaceae	2012-11-15	07950
07960	accepted	Lasianthus  kilimandschari  K. Schum.	Rubiaceae	2012-11-15	07960
07970	accepted	Lastreopsis efulensis (Bak.) Tardieu	Aspidiaceae	2012-11-15	07970
00325	accepted	Acacia xanthophloea Benth.	Mimosaceae	2012-11-15	00325
04130	accepted	Crotalaria laburnifolia L.	Fabaceae	2012-11-15	04130
08001	synonym	Lawsonia alba Lam.	Lythraceae	2012-11-15	08000
08010	accepted	Lebrunia bushaie Staner	Clusiaceae	2012-11-15	08010
07851	synonym	Odina acida (A. Rich.) Oliv.	Anacardiaceae	2012-11-15	07850
07981	synonym	Soncus exauriculatus (Oliv. & Hiern) Hoffm.	Anacardiaceae	2012-11-15	07980
07860	accepted	Lannea edulis (Sond.) Engl.	Anacardiaceae	2012-11-15	07860
07870	accepted	Lannea microcarpa Engl. & Krause	Anacardiaceae	2012-11-15	07870
07880	accepted	Lannea schimperi  (Hochst. ex A. Rich.) Engl.	Anacardiaceae	2012-11-15	07880
07890	accepted	Lannea schweinfurthii (Engl.) Engl.	Anacardiaceae	2012-11-15	07890
06490	accepted	Gutenbergia cordifolia Benth. ex Oliv.	Asteraceae	2012-11-15	06490
06501	synonym	Cleome gynandra L.	Capparaceae	2012-11-15	06500
06500	accepted	Gynandropsis gynandra (L.) Briq.	Capparaceae	2012-11-15	06500
06522	synonym	Haemanthus coccineus Forssk.	Amaryllidaceae	2012-11-15	06520
06121	synonym	Gardenia medicinalis Vahl ex Schum.	Rubiaceae	2012-11-15	06120
06140	accepted	Gerrardanthus lobatus (Cogn.) Jeffrey	Cucurbitaceae	2012-11-15	06140
06150	accepted	Girardinia bullosa (Steudel) Wedd.	Urticaceae	2012-11-15	06150
06540	accepted	Hallea rubrostipulata (K. Schum.) J. - L. Leroy	Rubiaceae	2012-11-15	06540
05650	accepted	Euphorbia candelabrum  Trémaux  ex  Kotschy	Euphorbiaceae	2012-11-15	05650
05651	synonym	Euphorbia calycina N. E. Br.	Euphorbiaceae	2012-11-15	05650
05670	accepted	Euphorbia cuneata Vahl	Euphorbiaceae	2012-11-15	05670
05700	accepted	Euphorbia grantii Oliv.	Euphorbiaceae	2012-11-15	05700
02190	accepted	Cadaba rotundifolia Forssk.	Capparaceae	2012-11-15	02190
02210	accepted	Cajanus cajan (L.) Millsp.	Fabaceae	2012-11-15	02210
02211	synonym	Cajanus indicus Spreng	Fabaceae	2012-11-15	02210
02251	synonym	Asclepias procera Aiton	Apocynaceae	2012-11-15	02250
04820	accepted	Dioscorea dregeana (Kunth) T.Durand & Schinz	Dioscoreaceae	2012-11-15	04820
04860	accepted	Dioscorea sinensis Sweet	Dioscoreaceae	2012-11-15	04860
06070	accepted	Fuerstia africana T.C.E. Fries	Lamiaceae	2012-11-15	06070
01950	accepted	Boswellia dalzielii Hutch.	Burseraceae	2012-11-15	01950
01970	accepted	Boswellia sacra Flûckiger-Dupéron	Burseraceae	2012-11-15	01970
08761	synonym	Momordica brevispinosa (Cogn.) Chiov.	Cucurbitaceae	2012-11-15	08760
08780	accepted	Monechma subsessile  (Oliv.) C.B.  Clarke	Acanthaceae	2012-11-15	08780
05310	accepted	Eleusine indica (L.) Gaertn.	Poaceae	2012-11-15	05310
05320	accepted	Embelia schimperi Vatke	Myrsinaceae	2012-11-15	05320
05321	synonym	Embelia  kilimandschari Gilg	Myrsinaceae	2012-11-15	05320
05330	accepted	Embelia sp.	Myrsinaceae	2012-11-15	05330
11070	accepted	Salsola foetida Del. ex Spreng.	Chenopodiaceae	2012-11-15	11070
05636	synonym	Euphorbia forsskalii J. Gay	Euphorbiaceae	2012-11-15	05635
04551	synonym	Cyperus aureus Tenore	Cyperaceae	2012-11-15	04550
04550	accepted	Cyperus esculentus L.	Cyperaceae	2012-11-15	04550
09320	accepted	Osyris quadripartita Salzm. ex  Decne.	Santalaceae	2012-11-15	09320
09321	synonym	Osyris tenuifolia Engl.	Santalaceae	2012-11-15	09320
09330	accepted	Osyris wightiana Wall.	Santalaceae	2012-11-15	09330
09360	accepted	Oxygonum sinuatum (Meissn.) Dammer	Polygonaceae	2012-11-15	09360
02700	accepted	Cassia sp.	Fabaceae	2012-11-15	02700
02711	synonym	Senna spectabilis (DC.) Irwin & Barneby	Fabaceae	2012-11-15	02710
02720	accepted	Cassia tora L.	Fabaceae	2012-11-15	02720
02721	synonym	Cassia obtusifolia L.	Fabaceae	2012-11-15	02720
02722	synonym	Senna obtusifolia (L.) H.S.Irwin & Barneby	Fabaceae	2012-11-15	02720
02740	accepted	Cassytha filiformis L.	Lauraceae	2012-11-15	02740
02741	synonym	Cassytha guineensis Schum. & Thonn.	Lauraceae	2012-11-15	02740
02800	accepted	Celosia stuhlmanniana Schinz	Amaranthaceae	2012-11-15	02800
03170	accepted	Cissus rubiginosa Planch.	Vitaceae	2012-11-15	03170
03180	accepted	Citrullus colocynthis (L.) Schrad.	Cucurbitaceae	2012-11-15	03180
03181	synonym	Cucumis colocynthis L.	Cucurbitaceae	2012-11-15	03180
03182	synonym	Colocynthis vulgaris Schrad.	Cucurbitaceae	2012-11-15	03180
03520	accepted	Coleus sp.	Lamiaceae	2012-11-15	03520
10163	synonym	Ocimum cinereum R. Br.	Lamiaceae	2012-11-15	10160
03540	accepted	Colocasia esculenta (L.) Schott	Araceae	2012-11-15	03540
04721	synonym	Dichrocephala bicolor (Roth) Schldl.	Asteraceae	2012-11-15	04720
04720	accepted	Dichrocephala integrifolia (L.f.) O. Ktze	Asteraceae	2012-11-15	04720
04710	accepted	Dicerocaryum zanguebaricum (Lour.) Merr.	Pedaliaceae	2012-11-15	04710
04750	accepted	Dicliptera verticillata (Forssk.) C. Christ.	Acanthaceae	2012-11-15	04750
08840	accepted	Moringa borziana Mattei	Moringaceae	2012-11-15	08840
08841	synonym	Hyperanthera borziana (Mattei) Chiov	Moringaceae	2012-11-15	08840
08860	accepted	Moringa ruspoliana Engl.	Moringaceae	2012-11-15	08860
08870	accepted	Mucuna coriacea Bak.	Fabaceae	2012-11-15	08870
08891	synonym	Mucuna pruriens (L.) DC. var. pruriens	Fabaceae	2012-11-15	08890
08900	accepted	Mucuna sp.	Fabaceae	2012-11-15	08900
02930	accepted	Chenopodium opulifolium Auct. non Schrad.	Chenopodiaceae	2012-11-15	02930
02931	synonym	Chenopodium ugandae (Aellen) Aellen	Chenopodiaceae	2012-11-15	02930
02970	accepted	Chrozophora brocchiana Vis.	Euphorbiaceae	2012-11-15	02970
02990	accepted	Chrysophyllum argyrophyllum Hiern	Sapotaceae	2012-11-15	02990
03010	accepted	Cinchona sp.	Rubiaceae	2012-11-15	03010
03030	accepted	Cinnamomum cassia Lour.	Lauraceae	2012-11-15	03030
02900	accepted	Chenopodium ambrosioides L.	Chenopodiaceae	2012-11-15	02900
02910	accepted	Chenopodium foetidum Schrad.	Chenopodiaceae	2012-11-15	02910
02920	accepted	Chenopodium myricoides (Hochst.) R. Br. ex Vatke	Chenopodiaceae	2012-11-15	02920
03500	accepted	Cola cordifolia R. Br.	Sterculiaceae	2012-11-15	03500
04780	accepted	Digitaria sp.	Poaceae	2012-11-15	04780
04790	accepted	Diodia scandens Sw.	Rubiaceae	2012-11-15	04790
04810	accepted	Dioscorea buchananii Benth.	Dioscoreaceae	2012-11-15	04810
09600	accepted	Pavetta crassipes K. Schum.	Rubiaceae	2012-11-15	09600
13020	accepted	Vigna vexillata (L.) A. Rich.	Fabaceae	2012-11-15	13020
13091	synonym	Waltheria americana L.	Sterculiaceae	2012-11-15	13090
13090	accepted	Waltheria indica L.	Sterculiaceae	2012-11-15	13090
00560	accepted	Aerva javanica (Burm.f.) Juss.	Amaranthaceae	2012-11-15	00560
11080	accepted	Salsola longifolia Forssk.	Chenopodiaceae	2012-11-15	11080
03210	accepted	Citrus aurantiifolia (Christm.) Swingle	Rutaceae	2012-11-15	03210
03240	accepted	Clematis brachiata Thunb.	Ranunculaceae	2012-11-15	03240
03260	accepted	Clematis simensis Fres.	Ranunculaceae	2012-11-15	03260
13120	accepted	Wissadula amplissima (L.) R. E. Fries. var. rostrata (Sch. & Th.) R.E. Fries.	Malvaceae	2012-11-15	13120
13130	accepted	Withania somnifera (L.) Dun.	Solanaceae	2012-11-15	13130
13140	accepted	Ximenia americana L.	Olacaceae	2012-11-15	13140
13152	synonym	Ximenia americana L. var. tomentosa Engl.	Olacaceae	2012-11-15	13150
13151	synonym	Ximenia americana L. var. caffra (Sond.) Engl.	Olacaceae	2012-11-15	13150
13150	accepted	Ximenia caffra Sond.	Olacaceae	2012-11-15	13150
12520	accepted	Tragia brevipes Pax	Euphorbiaceae	2012-11-15	12520
12540	accepted	Trema orientalis (L.) Blume	Ulmaceae	2012-11-15	12540
12541	synonym	Trema guineensis (Schum. & Thonn. ) Ficalho	Ulmaceae	2012-11-15	12540
03110	accepted	Cissus cyphopetala Fresen.	Vitaceae	2012-11-15	03110
11120	accepted	Salvia repens Burch.	Lamiaceae	2012-11-15	11120
11130	accepted	Salvia sp.	Lamiaceae	2012-11-15	11130
11141	synonym	Pithecellobium dinklagei (Harms) Harms	Fabaceae	2012-11-15	11140
11150	accepted	Sansevieria liberica Gérôme & Labroy	Dracaenaceae	2012-11-15	11150
03020	accepted	Cinchona succirubra Pav.	Rubiaceae	2012-11-15	03020
